"网金社酒店代码"	"对应酒店代码"
"H00918866"	"5638550"
"H00871872"	"2260202"
"H00364469"	"6367410"
"H00450834"	"4866995"
"H00186200"	"6410095"
"H00779216"	"5867496"
"H00723933"	"175261839"
"H00606738"	"1151669"
"H00572164"	"4195739"
"H00101317"	"195946878"
"H00243410"	"41642860"
"H01073410"	"6631049"
"H00413052"	"4132829"
"H00587278"	"93823758"
"H00041504"	"41582326"
"H00448166"	"6580060"
"H01017551"	"42035938"
"H00044107"	"40491071"
"H00732189"	"159160765"
"H00735370"	"63743541"
"H00555857"	"2605268"
"H01008637"	"2645654"
"H00504572"	"1499379"
"H00555951"	"1183685912"
"H00273250"	"42976798"
"H00090113"	"40764097"
"H00378734"	"886982"
"H00403572"	"5420811"
"H01006221"	"68778320"
"H01011371"	"5059155"
"H00680645"	"2481425"
"H00199234"	"5556290"
"H00898317"	"4841673"
"H00721088"	"191135482"
"H00116588"	"42868855"
"H00776918"	"6156172"
"H00810311"	"6154144"
"H00366209"	"4530978"
"H00144341"	"177518061"
"H00413231"	"4877203"
"H00988129"	"4138857"
"H00277958"	"6808035"
"H00298813"	"4336235"
"H00118778"	"96417004"
"H00406688"	"6342667"
"H00896769"	"6809153"
"H00409571"	"6908288"
"H00831315"	"4601675"
"H00740373"	"1553734"
"H00448174"	"962499"
"H00439906"	"75653506"
"H00022672"	"5200039"
"H00034093"	"4629947"
"H00136424"	"2284492"
"H00361263"	"41162477"
"H00875001"	"165177294"
"H01030646"	"2156436"
"H00969400"	"6823065"
"H00885377"	"1970520721"
"H00523659"	"774690"
"H00581379"	"177955551"
"H00044083"	"193094479"
"H00324122"	"41278079"
"H00446286"	"958677"
"H00106147"	"6164977"
"H00776915"	"959298"
"H00204457"	"956898"
"H00798044"	"157828242"
"H00240709"	"2373795"
"H00447856"	"4516395"
"H00463901"	"40851219"
"H00324404"	"42840205"
"H00995069"	"4744287"
"H00713070"	"6774516"
"H00385624"	"99411692"
"H00011355"	"6293605"
"H00768350"	"4892603"
"H00989452"	"2301242"
"H01023517"	"4833800"
"H00368323"	"40793127"
"H00255145"	"191881007"
"H00715614"	"40097038"
"H00417105"	"174926628"
"H00969648"	"117959977"
"H00957159"	"5562357"
"H00810310"	"73652826"
"H00920973"	"6747387"
"H00306617"	"1521377183"
"H00034085"	"195220568"
"H00291505"	"2141791"
"H00607940"	"85184917"
"H00218851"	"40693215"
"H00522649"	"195523826"
"H01009674"	"2204953"
"H00186554"	"175156595"
"H00773643"	"6983348"
"H00012899"	"42750256"
"H00769608"	"4081226"
"H00851257"	"174935086"
"H00364942"	"2499133"
"H00570437"	"40019894"
"H00549371"	"175462018"
"H00751496"	"40635463"
"H00323129"	"40615984"
"H00881079"	"52119828"
"H00925005"	"169968122"
"H00979018"	"175767825"
"H00986144"	"177477192"
"H00976310"	"736148"
"H00196412"	"4153799"
"H00712831"	"6870574"
"H00130560"	"65060287"
"H00033799"	"6138414"
"H00126965"	"174881606"
"H00907688"	"174172849"
"H01007503"	"584020268"
"H00750481"	"162682700"
"H00343358"	"175497668"
"H00125085"	"177417213"
"H00504562"	"879339"
"H00261342"	"174872046"
"H00994338"	"2540019"
"H00132202"	"1489799546"
"H00166820"	"64438695"
"H00190395"	"4986983"
"H00872348"	"165623331"
"H00165289"	"164862526"
"H00268357"	"177417622"
"H00453239"	"6996761"
"H00364405"	"184574381"
"H00804184"	"175389613"
"H00217303"	"51089058"
"H00991762"	"6574542"
"H00817113"	"174945101"
"H00166083"	"6615121"
"H00995017"	"2461723"
"H01000390"	"5145499"
"H00825020"	"177461904"
"H00249839"	"2262392"
"H00714948"	"195184808"
"H00053061"	"177588747"
"H01051746"	"5967488"
"H00381908"	"177434365"
"H00364456"	"40820027"
"H00293107"	"174966431"
"H00070902"	"170623799"
"H00921865"	"939171"
"H00796784"	"6000131"
"H00268362"	"168985978"
"H00545438"	"41253494"
"H00465006"	"170560250"
"H00549337"	"177272535"
"H00804729"	"2267239"
"H01028209"	"165761749"
"H00526696"	"4913793"
"H00786817"	"177609632"
"H00811596"	"174853256"
"H00545392"	"4378273"
"H00165325"	"174961174"
"H00247401"	"171684098"
"H00285387"	"177399469"
"H00816907"	"177634051"
"H00579893"	"194636811"
"H00211389"	"167370085"
"H01026431"	"169349776"
"H00316761"	"172396993"
"H00131087"	"5464068"
"H00714000"	"169493740"
"H00757538"	"2160598"
"H00870744"	"1750245034"
"H00755306"	"2160558"
"H00111551"	"4759942"
"H00686072"	"165022835"
"H00020447"	"173520205"
"H00365986"	"177399669"
"H00112939"	"2561717"
"H00840063"	"94780017"
"H00538132"	"793995561"
"H00165251"	"175361595"
"H00381807"	"177473442"
"H00253807"	"177491712"
"H00046115"	"169493646"
"H00545346"	"4628304"
"H00152499"	"4822005"
"H01041684"	"156740984"
"H00702087"	"177606471"
"H00924685"	"1413466459"
"H00179839"	"170585044"
"H00545236"	"6427491"
"H00961374"	"175513993"
"H00022270"	"69363666"
"H00111351"	"41974057"
"H00324111"	"40377281"
"H00960323"	"6704104"
"H00285050"	"40499521"
"H00854422"	"177675021"
"H00523453"	"41898107"
"H00066447"	"93519762"
"H00544860"	"6955450"
"H00542807"	"2859006"
"H00243544"	"2211235"
"H00326223"	"41214117"
"H00568347"	"4477715"
"H00770442"	"6174905"
"H00136373"	"150501014"
"H00263894"	"170620527"
"H00711882"	"177638594"
"H00307293"	"177687158"
"H00310781"	"177679326"
"H01033313"	"40107050"
"H00816965"	"175437581"
"H00992158"	"40902113"
"H00382925"	"158854917"
"H00841397"	"177596357"
"H00280173"	"182527107"
"H00550246"	"177719081"
"H00457376"	"178083266"
"H00364729"	"4138878"
"H00798715"	"6600202"
"H00243541"	"42349784"
"H01051907"	"5513822"
"H00122951"	"2209672"
"H00732389"	"2207477"
"H00979342"	"165716927"
"H00280176"	"177735198"
"H00579890"	"169154173"
"H00136118"	"1997786820"
"H00701130"	"177417477"
"H00636128"	"169348367"
"H00284405"	"4215940"
"H00052668"	"177620022"
"H00825046"	"170656238"
"H00143424"	"175497696"
"H00722344"	"4071290"
"H00811658"	"161062309"
"H00300946"	"177684048"
"H01050192"	"52148456"
"H00273356"	"3268234"
"H01019009"	"177616334"
"H00776677"	"5870319"
"H00761322"	"177741152"
"H00261425"	"179206446"
"H00243608"	"5642215"
"H00644516"	"1771232674"
"H00814295"	"42201981"
"H00326034"	"2602592"
"H00305206"	"6770680"
"H00715334"	"42490789"
"H00166064"	"4711229"
"H00579924"	"5254452"
"H00245607"	"4170471"
"H00111576"	"177672520"
"H00141089"	"1283403"
"H00578428"	"951162"
"H00122948"	"4576717"
"H00165525"	"2259781"
"H00165540"	"5206231"
"H00748929"	"186503552"
"H00577360"	"2136337"
"H00404649"	"177540564"
"H00544702"	"4906776"
"H00283279"	"159884884"
"H00735963"	"40605388"
"H00441305"	"2141353"
"H00287829"	"170630041"
"H00465367"	"4445496"
"H00352129"	"177391606"
"H00352063"	"2136096"
"H00776664"	"4058350"
"H00576571"	"1864845907"
"H00882062"	"163032125"
"H00578427"	"2135692"
"H00495072"	"1524972"
"H00850634"	"783915035"
"H00614215"	"4540990"
"H00109560"	"5996848"
"H00165249"	"40191559"
"H00776665"	"165549067"
"H00776236"	"4302277"
"H00138962"	"175202391"
"H00544724"	"42054579"
"H00278770"	"5752364"
"H00364557"	"763529515"
"H00523390"	"954157530"
"H00382990"	"163369511"
"H00454389"	"40379055"
"H00928128"	"42767336"
"H00144300"	"40064318"
"H01013254"	"4287481"
"H00115874"	"194800081"
"H00188192"	"165193808"
"H00131544"	"397773"
"H00269492"	"60487814"
"H00165598"	"6206875"
"H00531418"	"4218592"
"H01009230"	"941821"
"H00864276"	"177794218"
"H01022698"	"4409926"
"H00802619"	"177840385"
"H00115347"	"41099538"
"H00364536"	"194420044"
"H00991954"	"66117147"
"H01032597"	"128371744"
"H00383127"	"158825352"
"H01041751"	"177793194"
"H01000225"	"177541597"
"H00523258"	"50120657"
"H00992152"	"2243615"
"H00258642"	"163978701"
"H00987547"	"962359"
"H00752299"	"177212961"
"H00133704"	"2284666"
"H00198369"	"2210721"
"H01050164"	"42291319"
"H00371443"	"50741635"
"H00165508"	"4133721"
"H01004019"	"2243596"
"H00732006"	"2203042"
"H00511315"	"2203959"
"H00503634"	"4312383"
"H00827872"	"4139239"
"H00471189"	"4026407"
"H00702263"	"984949305"
"H00511311"	"6440259"
"H01025044"	"6687201"
"H00776675"	"177797863"
"H00821817"	"177850261"
"H00369826"	"2797693"
"H00859840"	"2294582"
"H00553533"	"169267734"
"H00257514"	"591824511"
"H00367067"	"3265995"
"H00366042"	"173559166"
"H00297094"	"177907701"
"H00241429"	"175321212"
"H00692634"	"177888407"
"H00820155"	"177746140"
"H00709760"	"177872013"
"H00478363"	"168872771"
"H00864300"	"162958548"
"H00286888"	"179174677"
"H00199391"	"41089399"
"H00380703"	"158739306"
"H00450572"	"175153223"
"H00818106"	"177640773"
"H00367675"	"3294870"
"H00496060"	"177915243"
"H01024063"	"177513673"
"H00992149"	"1522274"
"H00297104"	"178022155"
"H00165632"	"60663"
"H00678683"	"6609404"
"H00600079"	"42930372"
"H00058295"	"177950382"
"H00600663"	"175454834"
"H00383064"	"159210659"
"H00347131"	"177946039"
"H00937044"	"191254720"
"H00307470"	"177885376"
"H00960226"	"5764385"
"H00832954"	"175521278"
"H00877791"	"6407718"
"H00552181"	"177628351"
"H00804888"	"6516905"
"H00012810"	"2647415"
"H00183261"	"179297929"
"H00551144"	"166546498"
"H00364713"	"6673973"
"H00380649"	"160749168"
"H00507976"	"175500781"
"H00365325"	"5539951"
"H00925210"	"177920768"
"H00530969"	"5566640"
"H00243425"	"4918554"
"H00178187"	"177940334"
"H00686224"	"162669243"
"H00960221"	"1719086982"
"H00316768"	"178021818"
"H00654891"	"5508725"
"H00013876"	"238530"
"H00572495"	"2211516"
"H00817955"	"42713845"
"H00801611"	"41668357"
"H01056329"	"4041392"
"H00552243"	"177858153"
"H00165477"	"40653030"
"H00191270"	"2833781"
"H00463255"	"2582625"
"H00775388"	"2154676"
"H00198339"	"2210733"
"H00887205"	"178044717"
"H00544225"	"6737218"
"H00700592"	"4458703"
"H00552246"	"170945722"
"H00324095"	"6747892"
"H00141133"	"1281883"
"H00740639"	"177857555"
"H00253827"	"40945718"
"H00287264"	"42157463"
"H00804785"	"179074592"
"H00684456"	"6287140"
"H00677981"	"5851211"
"H00209385"	"2296525"
"H00309499"	"901458788"
"H00885981"	"178103531"
"H00615348"	"41084849"
"H00900471"	"1967536638"
"H00993935"	"41989"
"H00994504"	"966470"
"H00825115"	"178063285"
"H00811673"	"178129981"
"H00262368"	"6949935"
"H00512112"	"160324775"
"H00432989"	"178100002"
"H00162987"	"41109931"
"H00684447"	"4261792"
"H00896607"	"4314290"
"H00128990"	"2209684"
"H00239569"	"42998910"
"H00796781"	"2267682"
"H00243422"	"40043831"
"H00684471"	"71658676"
"H01069778"	"194345431"
"H00047264"	"1511856335"
"H00056910"	"178132626"
"H00659213"	"178082732"
"H00030453"	"4812660"
"H00599127"	"5548365"
"H00126225"	"158732063"
"H00445049"	"5731461"
"H00732367"	"2475421"
"H00678442"	"2088397"
"H00531687"	"42286617"
"H00382552"	"41657755"
"H00096289"	"40590430"
"H00543992"	"41820989"
"H00666289"	"42600066"
"H00293623"	"50723966"
"H00698142"	"5004690"
"H01054963"	"40203124"
"H00748949"	"2389421"
"H00315886"	"4025355"
"H00751505"	"6098595"
"H00780350"	"2156104"
"H00613336"	"6493843"
"H00213672"	"4035394"
"H00245364"	"40143533"
"H00564941"	"1885760932"
"H00319794"	"194680805"
"H01014819"	"5847166"
"H00807804"	"41593744"
"H00760972"	"4551754"
"H00619560"	"4765551"
"H00412718"	"52082391"
"H00751449"	"5992642"
"H00601794"	"42099692"
"H00547181"	"41048269"
"H00950938"	"41053597"
"H00188342"	"177573455"
"H00736508"	"159636106"
"H00921866"	"6755014"
"H00918448"	"2269130"
"H00190337"	"951711"
"H00022155"	"280691"
"H00522873"	"2703634"
"H00698131"	"40975506"
"H00544091"	"862525063"
"H00063801"	"41519626"
"H00211293"	"194052194"
"H00836069"	"1465158"
"H00568997"	"41320009"
"H00967121"	"898759503"
"H00522824"	"4350025"
"H00717923"	"40431061"
"H00840855"	"178141182"
"H00944058"	"4679049"
"H00379833"	"41750417"
"H00650169"	"2158037"
"H00946108"	"3287536"
"H00243858"	"5270361"
"H00600697"	"40079767"
"H00166605"	"42722027"
"H00582992"	"575310869"
"H00817708"	"41497610"
"H00505179"	"153733094"
"H00699111"	"177902163"
"H00317473"	"2254254"
"H00614781"	"6445095"
"H00974264"	"40956347"
"H00728457"	"603841112"
"H00420811"	"42423134"
"H01032714"	"41596745"
"H00071374"	"178147962"
"H00774377"	"40340025"
"H00543948"	"41057454"
"H00570570"	"41719169"
"H00874579"	"4286047"
"H00946104"	"2488864"
"H00566974"	"5103176"
"H00522707"	"6602374"
"H00946090"	"152362600"
"H00015172"	"90639216"
"H00503463"	"6729218"
"H00118713"	"42296960"
"H00522728"	"4196474"
"H00463184"	"6476719"
"H00245286"	"1549681"
"H00522589"	"40655247"
"H00320207"	"2254226"
"H00473808"	"191414172"
"H00621841"	"5850059"
"H00278724"	"5416084"
"H00522441"	"4686183"
"H01050046"	"5037716"
"H00987637"	"5092971"
"H00259638"	"170010583"
"H00867922"	"41035556"
"H00716406"	"6111841"
"H00044030"	"41160997"
"H01073598"	"42067138"
"H00886707"	"2277203"
"H00259723"	"1638331620"
"H00454198"	"6169468"
"H00105145"	"4964345"
"H00133900"	"68058195"
"H01014100"	"1028834"
"H00253773"	"90900039"
"H00533088"	"194995904"
"H00621928"	"41390371"
"H00915121"	"175317117"
"H00229194"	"84042976"
"H00531130"	"2520408"
"H00194853"	"50400104"
"H00763440"	"4516973"
"H00564982"	"5008351"
"H00315805"	"4312212"
"H00728502"	"84067933"
"H00599965"	"3258238"
"H00608418"	"6329128"
"H00646922"	"6927155"
"H00384161"	"910936"
"H00950937"	"1183179"
"H00907909"	"4199206"
"H00522066"	"130968092"
"H00798689"	"41551997"
"H00166317"	"4692770"
"H00255138"	"6363553"
"H00262364"	"40554899"
"H00649319"	"4771051"
"H01017039"	"178173901"
"H01073019"	"50792942"
"H01045338"	"159397015"
"H00868020"	"5687526"
"H00709421"	"6735456"
"H00522527"	"50296685"
"H00118304"	"5778825"
"H00754054"	"4492060"
"H00522521"	"6205753"
"H00797027"	"6896985"
"H00354940"	"2649493"
"H00359793"	"2259452"
"H00793490"	"52785446"
"H00969467"	"41966900"
"H00041441"	"1913987126"
"H00178194"	"178141486"
"H00909605"	"157086825"
"H00423636"	"177627393"
"H00992122"	"2720833"
"H00649884"	"177957153"
"H01033427"	"5599336"
"H00635825"	"178888449"
"H00898316"	"2629927"
"H00726572"	"1071886834"
"H00476110"	"4963748"
"H00276695"	"5986188"
"H00869271"	"4328901"
"H00789782"	"41037200"
"H00950936"	"2574363"
"H00968328"	"42718450"
"H00206752"	"1436098202"
"H00856244"	"178863164"
"H00296246"	"6684726"
"H01014694"	"42932752"
"H01031537"	"40478943"
"H00325486"	"665021"
"H00506906"	"4613476"
"H00552466"	"178748256"
"H00122947"	"42152763"
"H00780181"	"6449088"
"H00568498"	"5593249"
"H00208756"	"4884302"
"H00372505"	"4048401"
"H00122231"	"42744416"
"H00896509"	"41987002"
"H00624299"	"193789241"
"H00543682"	"164451658"
"H00324737"	"6579785"
"H00782181"	"52758059"
"H00599944"	"88043632"
"H00751349"	"5733189"
"H00465805"	"2018862"
"H00522263"	"5245819"
"H00716928"	"40074459"
"H00543708"	"6267770"
"H00856588"	"5656424"
"H01015655"	"41908028"
"H00946058"	"991912820"
"H00286346"	"1276557"
"H00839437"	"4346492"
"H00409420"	"41032218"
"H00276297"	"41795646"
"H00940556"	"182545732"
"H00711490"	"4390143"
"H00239550"	"5135580"
"H00286342"	"1276346"
"H01024565"	"1202049"
"H00141345"	"3249032"
"H00896227"	"546347953"
"H00709412"	"42662062"
"H00460803"	"77418355"
"H00577064"	"41650307"
"H00986004"	"6753972"
"H00889879"	"41462199"
"H00814429"	"6298779"
"H00952479"	"164206470"
"H00725738"	"1948846403"
"H00992119"	"2423267"
"H00439838"	"2276409"
"H00204230"	"5245042"
"H00927364"	"6634692"
"H00012506"	"320013"
"H00166035"	"5160017"
"H00840523"	"169070157"
"H01013236"	"5186453"
"H00515522"	"42214948"
"H00504514"	"878997"
"H00946037"	"1160780064"
"H00631462"	"4925857"
"H00439965"	"5138071"
"H00034967"	"41208301"
"H00692569"	"42422567"
"H00522211"	"2520380"
"H00069848"	"2496056"
"H00874546"	"6707025"
"H00522203"	"163499220"
"H00543637"	"41669493"
"H00126175"	"6881587"
"H00538276"	"51403566"
"H00455734"	"2645453"
"H01032646"	"4588516"
"H00206669"	"182502275"
"H00166047"	"42813655"
"H00806571"	"825299704"
"H00448015"	"5932637"
"H00178015"	"2258462"
"H00946050"	"5921242"
"H00463608"	"3314633"
"H00144158"	"4740215"
"H00538411"	"51027728"
"H01006217"	"2027929"
"H00261856"	"194532328"
"H00521600"	"165646476"
"H00163924"	"179943432"
"H00763967"	"6627700"
"H00402526"	"1280969774"
"H00460791"	"2688499"
"H00267752"	"2285478"
"H00455812"	"2074017"
"H00251368"	"5301803"
"H00260602"	"40881415"
"H00662694"	"193716939"
"H00648663"	"5280520"
"H00916103"	"177626463"
"H00543421"	"4485794"
"H00689235"	"6663427"
"H00559244"	"2159182"
"H00187028"	"150074055"
"H00830143"	"1953949177"
"H00891356"	"177724079"
"H00203558"	"178861391"
"H00791862"	"5327766"
"H00372496"	"40434971"
"H00248559"	"5603483"
"H00352284"	"2230283"
"H00285758"	"177674945"
"H00596029"	"193962510"
"H00817068"	"2013019"
"H00393405"	"2059183"
"H00565414"	"959007"
"H00566978"	"4398832"
"H00420764"	"6243321"
"H00651890"	"41280990"
"H01008683"	"2553876"
"H00566981"	"77936457"
"H00776375"	"6036754"
"H00770434"	"81696629"
"H00347380"	"178791197"
"H00355658"	"41793048"
"H00448583"	"2257085"
"H00751299"	"6931166"
"H00202915"	"1432387060"
"H00503271"	"40162456"
"H00886008"	"178870248"
"H00799791"	"40683889"
"H01055920"	"179076907"
"H00193105"	"5851526"
"H00584272"	"175294131"
"H00054949"	"175224553"
"H00131314"	"408042"
"H00106068"	"42776259"
"H00874248"	"4776063"
"H00539604"	"40963820"
"H00934249"	"5503626"
"H00105323"	"52931482"
"H00601278"	"71139325"
"H00946030"	"6225398"
"H00066474"	"106553576"
"H00058362"	"178256737"
"H00211200"	"150369743"
"H00173204"	"189567397"
"H00251206"	"178848165"
"H00795398"	"2252288"
"H00219062"	"178877185"
"H00478378"	"178087472"
"H00717353"	"41418740"
"H00170111"	"179059122"
"H00650295"	"2158010"
"H00352498"	"67531617"
"H00584444"	"165784389"
"H00013829"	"6056268"
"H00552585"	"177754465"
"H00601850"	"41398952"
"H00246447"	"177921245"
"H00432652"	"5771209"
"H00686004"	"193889975"
"H01004112"	"6143547"
"H00328902"	"169114704"
"H00178214"	"177857557"
"H00823961"	"50604452"
"H00606717"	"76435568"
"H00773070"	"1277668"
"H00578422"	"41397738"
"H00946021"	"189069817"
"H00447987"	"1173047671"
"H01013162"	"2619013"
"H00823386"	"178833612"
"H00711125"	"41541442"
"H00185272"	"4711300"
"H00659243"	"164328159"
"H00593394"	"1639061260"
"H00109830"	"2491947"
"H00791501"	"156671375"
"H00114972"	"2157482"
"H00383183"	"507381542"
"H00522126"	"2467986"
"H00144122"	"490224"
"H01030643"	"179657505"
"H00383197"	"874231617"
"H00754312"	"178912215"
"H01055990"	"179109725"
"H00916121"	"171873295"
"H00648863"	"1374263467"
"H00111073"	"42750325"
"H00823360"	"178842002"
"H00209642"	"42415049"
"H00121071"	"6065505"
"H00811701"	"178822195"
"H00363799"	"4917660"
"H00997555"	"3277921"
"H00384137"	"1000460240"
"H00907364"	"40768064"
"H00651913"	"2158008"
"H00525417"	"41442217"
"H00463252"	"6735703"
"H00249572"	"2252645"
"H00245719"	"963944"
"H00887290"	"168974342"
"H00255921"	"2755558"
"H00711530"	"5732498"
"H00214629"	"5611779"
"H00336248"	"3280657"
"H00417810"	"168997864"
"H00955268"	"42169356"
"H00920902"	"5022617"
"H00987528"	"6745879"
"H00170087"	"179165562"
"H00286338"	"1409879"
"H00206581"	"40554246"
"H00471777"	"178041281"
"H00301294"	"179151029"
"H00213039"	"2028797"
"H01037765"	"179166209"
"H00546757"	"6302681"
"H00792324"	"178070953"
"H01042509"	"42884462"
"H00478380"	"160523253"
"H00036322"	"179071137"
"H00032230"	"193772148"
"H00520837"	"2006089"
"H00021136"	"165487614"
"H00579870"	"4882149"
"H00919611"	"4980696"
"H00943325"	"182024508"
"H00560002"	"183996502"
"H00410391"	"6846040"
"H00805264"	"179175751"
"H00729651"	"5130649"
"H00455753"	"99769009"
"H00174384"	"2464538"
"H00853569"	"65657048"
"H00677311"	"1363425332"
"H00282883"	"6341884"
"H00979094"	"179270808"
"H00944994"	"5353508"
"H00400659"	"41567981"
"H01006185"	"89063337"
"H00963868"	"845219026"
"H00974424"	"184448999"
"H00427428"	"4014930"
"H00219207"	"179179917"
"H00578014"	"6547467"
"H00286296"	"1547571"
"H00124523"	"179203636"
"H00136406"	"175241471"
"H00607942"	"179257238"
"H00711597"	"6712948"
"H00909753"	"177553142"
"H00872954"	"962890"
"H00750514"	"160483017"
"H00386640"	"6365914"
"H00058120"	"187427395"
"H00214636"	"6237335"
"H00872809"	"4145348"
"H00652661"	"179260028"
"H00648905"	"40720627"
"H00708619"	"5763629"
"H00833104"	"41028539"
"H00475955"	"2573428"
"H00856924"	"2297194"
"H00792326"	"175367462"
"H00277578"	"657946"
"H00655818"	"6608094"
"H00212452"	"41511497"
"H00181820"	"2724855"
"H00204881"	"4788934"
"H00955297"	"5727784"
"H00020833"	"5877998"
"H00364555"	"42191425"
"H00345951"	"5104986"
"H00272648"	"64402647"
"H01018106"	"3276359"
"H00631923"	"2143383"
"H00960638"	"6955663"
"H00989267"	"2301237"
"H00116727"	"4495435"
"H00356254"	"179302852"
"H00127948"	"83357588"
"H00569167"	"2384405"
"H00512178"	"1456989"
"H00990959"	"2301471"
"H00631611"	"4887790"
"H00876213"	"41532509"
"H00090181"	"1810257405"
"H01025470"	"5569236"
"H00463785"	"2020235"
"H00446693"	"2495249"
"H00812688"	"42695559"
"H00989262"	"2299478"
"H00898643"	"42052173"
"H00217005"	"82314027"
"H00954496"	"40179373"
"H00631267"	"4491182"
"H00332234"	"2292942"
"H00076128"	"6088491"
"H00932722"	"163176057"
"H00218136"	"42833419"
"H00383507"	"166061196"
"H00724312"	"89477"
"H00245622"	"6945737"
"H00169745"	"164139043"
"H00908515"	"193924023"
"H00412164"	"6452243"
"H00206306"	"71399373"
"H00321075"	"1220260"
"H00691579"	"6768532"
"H00878339"	"5266161"
"H00655816"	"84514696"
"H01055063"	"40009548"
"H00193895"	"3320851"
"H00303759"	"1402134735"
"H00531153"	"4759141"
"H00180081"	"2302796"
"H00714585"	"41080303"
"H00988890"	"6629078"
"H00366711"	"98707377"
"H00850352"	"2302161"
"H00841642"	"179292493"
"H00463809"	"2492137"
"H00522719"	"40824103"
"H00990964"	"72018173"
"H01014804"	"4077911"
"H00692466"	"6315943"
"H00630098"	"40771470"
"H00852004"	"4079716"
"H00953842"	"3314307"
"H00403351"	"2259097"
"H00955256"	"41677903"
"H00134211"	"5965520"
"H00732595"	"2480444"
"H00839674"	"40745246"
"H00752176"	"4129150"
"H00188804"	"179099484"
"H00446669"	"5892319"
"H00238802"	"1261931"
"H00737249"	"41377542"
"H00105289"	"1189211"
"H00412804"	"5502094"
"H00970583"	"40380225"
"H00862203"	"179370794"
"H00329272"	"178939194"
"H00503358"	"2470149"
"H00067420"	"40167038"
"H00750059"	"2021974"
"H00818883"	"178166668"
"H01032729"	"5668782"
"H00652662"	"179288831"
"H00241461"	"179374615"
"H00611020"	"2232078"
"H00460579"	"6076132"
"H00571397"	"177490203"
"H00110833"	"6332525"
"H00825195"	"174958053"
"H00862205"	"172448635"
"H00310252"	"179393120"
"H00615253"	"1341996363"
"H00732213"	"5014015"
"H00314785"	"192623090"
"H00327647"	"91887146"
"H00752110"	"6768617"
"H00046879"	"177416916"
"H00573356"	"6093998"
"H00915494"	"4709831"
"H00698181"	"2253953"
"H00979101"	"179506075"
"H00278213"	"5258459"
"H00546184"	"41895079"
"H01014439"	"2250907"
"H00768750"	"178821234"
"H00572406"	"2211513"
"H00335798"	"6616781"
"H00094399"	"121165037"
"H00525263"	"5796408"
"H00511367"	"2203772"
"H00310846"	"171641203"
"H00932747"	"179357102"
"H00960618"	"2021326"
"H00417856"	"179284330"
"H00743394"	"2365041"
"H00926577"	"179573511"
"H00714087"	"179517225"
"H00949006"	"4659591"
"H00525252"	"6023649"
"H00750528"	"179340270"
"H00811816"	"169120828"
"H00412772"	"6272754"
"H00932770"	"165057255"
"H00909876"	"179443795"
"H00070500"	"5337744"
"H00844838"	"178752675"
"H00833204"	"160542583"
"H00775151"	"179523209"
"H00595460"	"179512436"
"H00696767"	"178114705"
"H00210122"	"949876823"
"H00012393"	"179294915"
"H00071635"	"191362671"
"H00692653"	"178098017"
"H00909909"	"165648751"
"H00348084"	"175258446"
"H00136420"	"184029562"
"H01056071"	"179551338"
"H00584910"	"190047659"
"H00372090"	"40616534"
"H00338780"	"179511421"
"H00546303"	"4006232"
"H00189080"	"152357245"
"H00752318"	"165190055"
"H00278658"	"5844847"
"H00124396"	"5328745"
"H00805484"	"179646445"
"H00108702"	"179205667"
"H00552016"	"42871882"
"H00631054"	"178827557"
"H00587826"	"179522745"
"H00058770"	"179162184"
"H00930071"	"160543892"
"H00887343"	"179508018"
"H00686291"	"175378193"
"H00513967"	"179524708"
"H00183245"	"178858038"
"H00508317"	"179294949"
"H00305928"	"42597850"
"H00909921"	"165643287"
"H00055498"	"179362462"
"H00134193"	"6575500"
"H00036345"	"178919228"
"H00979728"	"177409431"
"H00584648"	"178856815"
"H00733789"	"179307123"
"H00819100"	"179368346"
"H00818895"	"179405317"
"H00215023"	"5669251"
"H00911773"	"160589034"
"H00909953"	"179667845"
"H00134172"	"4323628"
"H00071662"	"175248937"
"H00143576"	"179690726"
"H00696884"	"164747256"
"H00961538"	"164327831"
"H00911874"	"50979076"
"H00463207"	"4180568"
"H00836852"	"74938536"
"H00710624"	"42583208"
"H00705705"	"42376580"
"H00694331"	"816291660"
"H00247451"	"164902007"
"H00732617"	"1451631"
"H00666159"	"178020540"
"H01030665"	"6695257"
"H00553304"	"179691705"
"H00175323"	"79297"
"H00071643"	"41515540"
"H00633631"	"6026205"
"H00992768"	"1450745"
"H00126231"	"42275740"
"H00981127"	"2276760"
"H00127926"	"72047342"
"H00032627"	"178886576"
"H00909950"	"179673071"
"H00616054"	"42681900"
"H00651005"	"6704002"
"H00429623"	"42163634"
"H00446631"	"41297486"
"H00384083"	"4622103"
"H00729626"	"531387518"
"H00542886"	"63230315"
"H00714705"	"6900336"
"H00116074"	"2157004"
"H00134181"	"192233709"
"H00546225"	"98709236"
"H00908786"	"179493214"
"H00750532"	"178074941"
"H00321492"	"175344906"
"H00310783"	"187282479"
"H00327532"	"2012750"
"H00721523"	"5243079"
"H00507437"	"610135"
"H00864986"	"40874704"
"H00886236"	"179656451"
"H00964875"	"6500324"
"H00960134"	"42757464"
"H00316777"	"164997202"
"H00320213"	"2254220"
"H00431582"	"165498481"
"H00205522"	"165908912"
"H00912364"	"165542719"
"H00269753"	"2283631"
"H00170627"	"165124998"
"H00465951"	"40397176"
"H00285201"	"1509644"
"H00267329"	"4175740"
"H00655800"	"1230259"
"H00651423"	"6707955"
"H00992734"	"2243536"
"H00898604"	"40393298"
